conv_id,target_summary,generated_summary
hit:1622_conv:3245,I made an elaborate dinner for my Moms birthday to show my appreciation for her.,I made an elaborate dinner for my Moms birthday to show my appreciation for her.
hit:1623_conv:3247,MY daughter cannot follow simple directions because she is glued to her phone,My daughter is always glued to her phone. I tell her something and then she asks what
hit:1625_conv:3251,I haven't been in a relationship for a while now. I am so alone...,I haven't been in a relationship for a while now. I am so alone..
hit:1630_conv:3261,I can't wait!  I am going on a vacation to Rome_comma_ Italy in a couple weeks!,I can't wait!  I am going on a vacation to Rome_comma_
hit:1632_conv:3264,I posted a party on social media this morning. Not single soul showed up and I am alone...again,I posted a party on social media this morning. Not single soul showed up and I am
hit:1635_conv:3270,The new movie I just saw was not great. I expected so much more.,The new movie I just saw was not great. I expected so much more.
hit:1635_conv:3271,My wife just bought me a car for our anniversary_comma_ and I am so glad she did.,My wife just bought me a car for our anniversary_comma_ and I am so
hit:1645_conv:3290,Tomorrow I am going to a Nascar race with my family. I am so stoked.,Tomorrow I am going to a Nascar race with my family. I can't wait to
hit:1657_conv:3314,I had to pay a late fee on my car taxes because I procrastinated in paying them on time. I always put off important things because I feel too scared to do them for some reason. Not sure why I keep making the same mistakes.,I had to pay a late fee on my car taxes because I procrastinated in paying
hit:1666_conv:3333,I forgot to order my daughter books for school. Now she is gonna start with out them.,I forgot to order my daughters textbooks for school. I can't believe I forgot.
hit:1668_conv:3336,I am so happy school is back.,I am so happy school is back.
hit:1668_conv:3337,I have my credit card application approved with American Express. I hope now I can buy a new smartphone,Last week_comma_ I had my credit card application approved with American Express. I
hit:1672_conv:3345,I was ecstatic when my kids came home yesterday.,I was ecstatic when my kids came home yesterday
hit:1678_conv:3357,I moved to a new city and have no friends.,I moved to a new city and have no friends.
hit:1687_conv:3374,I felt really guilty when I had to leave my dog home alone for the first time,I felt really guilty when I had to leave my dog home alone for the first time
hit:1699_conv:3398,i get anxious when my girlfriend says we need to talk and then it turns out it's nothing big,Hey man. I get really nervous with my girlfriend dude.
hit:1718_conv:3436,I am so thankful for my humble life,I am so thankful for my humble life
hit:1719_conv:3438,I was overwhelmed with happiness the day my daughter was born.,When I think about happiness_comma_ the first thing that comes to mind is the
hit:1723_conv:3446,I was mortified when my jeans ripped ,I was mortified when my jeans ripped
hit:1724_conv:3449,Everyday I remind myself of how lucky I am to have a pair of supportive parents.,Everyday I remind myself of how lucky I am to have a pair of supportive parents.
hit:1726_conv:3452,The Christmas before my daughter was born it was too late in my pregnancy to travel. My family lives across the country so I spent Christmas alone,My daughter was born in January so the Christmas before she was born I had to spend alone
hit:1727_conv:3454,I was a little put off when I was passed over for the promotion,I was a little put off when I was passed over for the promotion
hit:1731_conv:3462,I played FIFA with my friend and won against him this past weekend,Last weekend_comma_ I invited my friend over and we played FIFA on PS4
hit:1739_conv:3478,When i graduated high school.,Gradating high school was the best day of my life.
hit:1746_conv:3493,I was at work and heard gossip about a coworker. I didn't say anything in their defense.,I was at work and heard gossip about a coworker. I didn't say anything in
hit:1759_conv:3518,I feel prepared for my job interview today. Hopefully it shows.,I have a job interview today.
hit:1761_conv:3522,My daughter failed her last exam and didnt tell me. I couldnt believe it,My daughter got an F on an exm and hid it from me.
hit:1772_conv:3545,I received an award for exceptional performance at work which made me feel really good!,I received an award at work for good performance.
hit:1781_conv:3562,I just recently got a raise at work.  I worked so hard for it.,I just got a promotion at work.  It was so much hard work_comma
hit:1788_conv:3576,Lately_comma_ I got the best grades in my class at university.,Lately_comma_ I got the best grades in my class at university. I
hit:1788_conv:3577,I was very sure I was getting the promotion I asked for.,I knew I was going to get the promotion I was up for.
hit:1792_conv:3585,My father bought me a new luxury car.,My father bought me a Porsche.
hit:1793_conv:3587,The other week I was walking a friend's dog as a favour_comma_ but while out with the dog I lost it and could not find it for ages. It had run off into some trees_comma_ I was really getting anxious about it,Luckily it didn't end unhappily_comma_ the dog came back
hit:1810_conv:3621,My son scored a goal in a football match,My son scored a goal
hit:1811_conv:3623,I felt I had the experience and personality to do well in an interview for a job I had applied for,I went into the interview feeling somewhat confident. I was home less than 2 hours and got
hit:1814_conv:3629,My car burned down.,There was fire in my garage yesterday.
hit:1820_conv:3641,I recently watched a hot dog eating contest.  I was sickened by what I saw.,I recently saw a hot dog eating contest.  I was sickened by it.
hit:1824_conv:3648, knew things were going to be alright for me when I dropped out of college. My dad was there for me a lot,My dad was there for me when I dropped out of college. I knew things would be
hit:1834_conv:3668,i let my friend take my car to work ,when my friend took my car to work 
hit:1835_conv:3671,I was living at a backpackers and had tried talking to this cute German girl but she just ignored me all the time. So I thought she hated me.  Until she decided to open up one night and let me get to second base. ,I had tried chatting up this cute German girl at a hostel I used to live at
hit:1836_conv:3672,I maxed out my credit card last holiday season_comma_ i dont usually do that,i maxed out all my cards last christmas season_comma_ i am so
hit:1846_conv:3692,my wife is going overseas with our baby_comma_ i'm so freaking nervous,my wife is going overseas with our baby
hit:1854_conv:3708,i like eating my toddlers candy,sometimes i steal the candy and eat it that i buy for my  1 year old
