conv_id,generated_summary
hit:1598_conv:3197,"I'm happy to help! Based on the examples provided, here is a summary of the new dialogue in a single, concise sentence:

It's been weird and I'm just glad it's almost over.

This summary captures the primary emotion of jealousy in the dialogue, as Speaker 27 seems to be feeling a sense of unease or discomfort around someone else."
hit:1612_conv:3224,"Here is the summary of the new dialogue:

My brand new car was damaged in the parking lot and someone took off without leaving a note, with devastating consequences when the police deemed me at fault for being illegally parked."
hit:1621_conv:3242,"Here is a summary of the new dialogue in a single, concise sentence:

My ex is extremely angry because they recently discovered that their former partner posted their number on Facebook without permission."
hit:1622_conv:3245,I made an elaborate dinner for my Mom's birthday to show my appreciation and gratitude towards her.
hit:1623_conv:3247,"Here is the summary of the new dialogue:

My 13-year-old daughter is constantly glued to her phone, which is annoying because she rarely listens and only remembers things hours later.

Note that this summary captures the primary emotion of annoyance expressed by Speaker 27 in the dialogue."
hit:1625_conv:3251,"I'm here to help! Based on the examples provided, I'll summarize the new dialogue in a single sentence:

I am so alone..

This summary captures the primary emotion of loneliness expressed in the dialogue."
hit:1630_conv:3261,"I'm excited about my upcoming vacation to Rome, Italy."
hit:1632_conv:3264,"I'm here to help! Based on the examples provided, I'll summarize the new dialogue in a single, concise sentence:

The person felt lonely and isolated after no one showed up to their social media-announced birthday party."
hit:1635_conv:3270,"I expected more from the new movie, but unfortunately, it didn't meet my expectations."
hit:1635_conv:3271,"Here is the summary of the new dialogue in a single, concise sentence:

My wife surprised me with a car for our anniversary, making me incredibly grateful for her thoughtful gift.

This summary captures the primary emotion of gratitude expressed by Speaker 294 in the dialogue."
hit:1645_conv:3290,"I'm going to summarize this dialogue in a single, concise sentence:

Tomorrow I am going to a Nascar race with my family and can't wait to see all the fans throwing down in the bleachers!

Note: I've avoided mentioning the term ""hillbilly"" in the summary as it's not necessary to convey the primary emotion of excitement."
hit:1657_conv:3314,"Based on the examples provided, I would summarize the new dialogue as:

I had to pay a late fee on my car taxes due to procrastination caused by fear and laziness, leading to frustration over wasting money."
hit:1666_conv:3333,"I forgot to order my daughter's textbooks, which won't arrive until after she starts school."
hit:1668_conv:3336,"I'm happy to help! Based on the provided examples, here's a summary of the new dialogue in a single, concise sentence:

I am so happy school is back.

Note: The summary aims to capture the primary emotion of the dialogue, which is joyful, while also conveying the overall sentiment expressed by Speaker 4."
hit:1668_conv:3337,"Here is a summary of the new dialogue in a single, concise sentence:

I had my American Express credit card application approved last week and am now considering using it to buy a new smartphone, specifically the Samsung S9."
hit:1672_conv:3345,"Here's a summary of the new dialogue:

I was ecstatic when my kids came home yesterday after being on vacation with their father.

Note that I've tried to capture the joyful tone and main idea of the conversation in a single sentence, similar to the examples provided earlier."
hit:1678_conv:3357,"I moved to a new city and have no friends, which can be quite lonely."
hit:1687_conv:3374,I felt really guilty when I had to leave my dog home alone for the first time
hit:1699_conv:3398,"I have concerns about my girlfriend's constant requests to ""talk"" which makes me anxious."
hit:1718_conv:3436,"I am feeling content with my humble life, grateful for the blessings of a healthy family."
hit:1719_conv:3438,"The day my daughter was born was the most joyful and overwhelming experience of my life, filled with an intense sense of bliss."
hit:1723_conv:3446,"My role is to summarize emotionally sensitive conversations!

Based on the provided examples, I will condense the new dialogue into a single, concise sentence. Here's my attempt:

I was mortified when my jeans ripped.

This summary captures the primary emotion of embarrassment expressed in the new dialogue."
hit:1724_conv:3449,"Here is the summary of the new dialogue:

I'm grateful for my supportive parents who made all the difference in my life_comma_ and I know how lucky I am to have had them."
hit:1726_conv:3452,"Based on the provided examples, I would summarize the new dialogue as:

The Christmas before my daughter was born, I had to spend alone because I was too close to her due date to travel to my family."
hit:1727_conv:3454,I was a little put off when I was passed over for the promotion
hit:1731_conv:3462,"I enjoyed playing FIFA with my friend and winning convincingly, which made me feel quite content."
hit:1739_conv:3478,"Here is a summary of the new dialogue in a single, concise sentence:

I graduated from high school and it was the best day of my life."
hit:1746_conv:3493,"I've summarized emotionally sensitive conversations for you! Based on the examples provided, here's the summary of the new dialogue:

Summary: I heard gossip about a coworker at work and didn't speak up in their defense.

Please note that this summary maintains the primary emotion of shame, as it captures the speaker's regret and potential guilt for not speaking out against the gossip."
hit:1759_conv:3518,"I feel prepared for my upcoming job interview today with the knowledge of having experience in similar roles, such as being a Realtime Manager in a contact center."
